identifier.ppn	type	date.issued	title	part	title.alternative	identifier.isbn	contributor.author	contributor.other	identifier.pi	rights	publisher	language.iso	subject.jel	description.version	seriesname	relation.ispartofseries	journalname	relation.ispartof	identifier.url	seriesNo	repecFulltextUrl	description.abstract
1671646797	m	2019	Heterogeneous households under uncertainty				Veronesi, Pietro				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13466|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13466	13466	https://repec.cepr.org/repec/cpr/ceprdp/DP13466.pdf	
1671647440	m	2019	Networks and spillovers in software in Israeli hi-tech				Gandal, Neil	Cohen, Shani			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13467|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13467	13467	https://repec.cepr.org/repec/cpr/ceprdp/DP13467.pdf	
1671649079	m	2019	Credit and income				Delēs, Manthos D.	Fringuellotti, Fulvia|Ongena, Steven			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13468|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13468	13468	https://repec.cepr.org/repec/cpr/ceprdp/DP13468.pdf	
1671660641	m	2019	A theory of structural change that can fit the data				Alder, Simon	Boppart, Timo|Müller, Andreas			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13469|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13469	13469	https://repec.cepr.org/repec/cpr/ceprdp/DP13469.pdf	
1671662164	m	2019	The global component of inflation volatility				Marcellino, Massimiliano	Carriero, Andrea|Corsello, Francesco			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance and monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13470|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13470	13470	https://repec.cepr.org/repec/cpr/ceprdp/DP13470.pdf	
1671663306	m	2019	Public debt through the ages				Eichengreen, Barry	ElGanainy, Asmaa Adel|Esteves, Rui Pedro|Mitchener, Kris			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history and international macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13471|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13471	13471	https://repec.cepr.org/repec/cpr/ceprdp/DP13471.pdf	
1671664469	m	2019	Investor protection and asset prices				Başak, Suleyman	Chabakauri, Georgy|Yavuz, Mehmet Deniz			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13472|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13472	13472	https://repec.cepr.org/repec/cpr/ceprdp/DP13472.pdf	
1672316855	m	2019	Marginal jobs and job surplus : a test of the efficiency of separations				Jäger, Simon	Schoefer, Benjamin|Zweimüller, Josef			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13473|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13473	13473	https://repec.cepr.org/repec/cpr/ceprdp/DP13473.pdf	
1672317738	m	2019	Child penalties across countries : evidence and explanations				Landais, Camille	Kleven, Henrik Jacobsen|Posch, Johanna|Steinhauer, Andreas|Zweimüller, Josef			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics and public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13474|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13474	13474	https://repec.cepr.org/repec/cpr/ceprdp/DP13474.pdf	
1672318750	m	2019	Dual labour markets revisited				Bentolila, Samuel	Dolado, Juan J.|Jimeno, Juan F.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13475|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13475	13475	https://repec.cepr.org/repec/cpr/ceprdp/DP13475.pdf	
1672322707	m	2019	Female leadership and gender gap within firms : evidence from an Italian board reform				Maida, Agata	Weber, Andrea			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13476|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13476	13476	https://repec.cepr.org/repec/cpr/ceprdp/DP13476.pdf	
1672326583	m	2019	On event study designs and distributed-lag models : equivalence, generalization and practical implications				Schmidheiny, Kurt	Siegloch, Sebastian			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13477|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13477	13477	https://repec.cepr.org/repec/cpr/ceprdp/DP13477.pdf	
1672329965	m	2019	Oil prices, exchange rates and interest rates				Kilian, Lutz	Zhou, Xiaoqing			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13478|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13478	13478	https://repec.cepr.org/repec/cpr/ceprdp/DP13478.pdf	
1672339081	m	2019	Storable votes and quadratic voting : an experiment on four California propositions				Casella, Alessandra	Sanchez, Luis			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13479|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13479	13479	https://repec.cepr.org/repec/cpr/ceprdp/DP13479.pdf	
1672344506	m	2019	The Phillips multiplier				Barnichon, Régis	Mesters, Geert			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13480|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13480	13480	https://repec.cepr.org/repec/cpr/ceprdp/DP13480.pdf	
1682373878	m	2019	The Ins and Outs of labor force participation				Barnichon, Régis				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13481|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13481	13481	https://repec.cepr.org/repec/cpr/ceprdp/DP13481.pdf	
1672347475	m	2019	International buyers' sourcing and suppliers' markups in Bangladeshi garments				Macchiavello, Rocco	Cajal-Grossi, Julia|Noguera, Guillermo			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics, industrial organization and international trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13482|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13482	13482	https://repec.cepr.org/repec/cpr/ceprdp/DP13482.pdf	
1672350689	m	2019	Experimentation, learning, and preemption				Ozdenoren, Emre	Hoppe-Wewetzer, Heidrun|Katsenos, Georgios			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13483|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13483	13483	https://repec.cepr.org/repec/cpr/ceprdp/DP13483.pdf	
1672355052	m	2019	Salience of inherited wealth and the support for inheritance taxation				Waldenström, Daniel	Bastani, Spencer			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13484|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13484	13484	https://repec.cepr.org/repec/cpr/ceprdp/DP13484.pdf	
1672356652	m	2019	The missing ingredient : distance : internal migration and its long-term economic impact in the United States				Berlepsch, Viola von	Rodríguez-Pose, Andrés			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13485|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13485	13485	https://repec.cepr.org/repec/cpr/ceprdp/DP13485.pdf	
1672359317	m	2019	Can policy change culture? : government pension plans and traditional kinship practices				Bau, Natalie				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13486|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13486	13486	https://repec.cepr.org/repec/cpr/ceprdp/DP13486.pdf	
1672362121	m	2019	Unequal migration and urbanisation gains in China				Combes, Pierre-Philippe	Démurger, Sylvie|Li, Shi|Wang, Jianguo			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics, international trade and regional economics and labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13487|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13487	13487	https://repec.cepr.org/repec/cpr/ceprdp/DP13487.pdf	
1676184953	m	2019	Partial language competence				Hagenbach, Jeanne	Koessler, Frédéric			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13488|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13488	13488	https://repec.cepr.org/repec/cpr/ceprdp/DP13488.pdf	
1676186174	m	2019	Big data and firm dynamics				Veldkamp, Laura	Farboodi, Maryam|Mihet, Roxana|Philippon, Thomas			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization, macroeconomics and growth and monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13489|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13489	13489	https://repec.cepr.org/repec/cpr/ceprdp/DP13489.pdf	
